WeekDate,climate change matches,corporate governance matches,ESG matches,social responsibility matches,sustainability matches
2018-02-19,1154.0,29.0,34.0,1301.0,271.0
2018-02-26,1098.0,30.0,42.0,1017.0,291.0
2018-03-05,1048.0,34.0,41.0,637.0,322.0
2018-03-12,1057.0,48.0,59.0,1103.0,344.0
2018-03-19,1164.0,64.0,41.0,1403.0,369.0
2018-03-26,1204.0,28.0,43.0,1288.0,284.0
2018-04-02,1134.0,42.0,37.0,1175.0,306.0
2018-04-09,1335.0,36.0,39.0,1534.0,342.0
2018-04-16,1239.0,40.0,38.0,1361.0,560.0
2018-04-23,1651.0,136.0,40.0,1159.0,421.0
2018-04-30,1212.0,53.0,49.0,1036.0,323.0
2018-05-07,1217.0,33.0,40.0,1015.0,265.0
2018-05-14,1272.0,95.0,48.0,965.0,313.0
2018-05-21,1218.0,10.0,46.0,1024.0,262.0
2018-05-28,1159.0,41.0,26.0,1097.0,247.0
2018-06-04,1387.0,40.0,46.0,930.0,317.0
2018-06-11,1239.0,26.0,52.0,835.0,308.0
2018-06-18,1396.0,34.0,51.0,960.0,329.0
2018-06-25,1113.0,41.0,37.0,1169.0,372.0
2018-07-02,1387.0,28.0,31.0,933.0,247.0
2018-07-09,1203.0,37.0,55.0,870.0,181.0
2018-07-16,1298.0,25.0,40.0,1102.0,227.0
2018-07-23,1102.0,32.0,35.0,984.0,306.0
2018-07-30,1645.0,40.0,32.0,1149.0,285.0
2018-08-06,1748.0,58.0,26.0,874.0,220.0
2018-08-13,1547.0,105.0,33.0,1077.0,352.0
2018-08-20,1711.0,59.0,62.0,947.0,293.0
2018-08-27,1279.0,48.0,63.0,798.0,243.0
2018-09-03,1222.0,90.0,49.0,887.0,239.0
2018-09-10,1990.0,52.0,45.0,950.0,249.0
2018-09-17,1403.0,23.0,39.0,964.0,367.0
2018-09-24,1658.0,73.0,34.0,828.0,263.0
2018-10-01,1228.0,61.0,28.0,993.0,246.0
2018-10-08,2140.0,51.0,44.0,1059.0,285.0
2018-10-15,2160.0,46.0,33.0,1115.0,258.0
2018-10-22,1903.0,33.0,44.0,1136.0,313.0
2018-10-29,1554.0,31.0,44.0,1218.0,329.0
2018-11-05,1465.0,74.0,36.0,899.0,243.0
2018-11-12,1887.0,42.0,44.0,1031.0,255.0
2018-11-19,1943.0,27.0,36.0,972.0,216.0
2018-11-26,2461.0,35.0,35.0,882.0,294.0
2018-12-03,2229.0,41.0,33.0,953.0,286.0
2018-12-10,2051.0,76.0,35.0,979.0,261.0
2018-12-17,1496.0,45.0,32.0,1002.0,298.0
2018-12-24,1449.0,44.0,29.0,762.0,267.0
2018-12-31,1482.0,60.0,21.0,728.0,173.0
2019-01-07,1384.0,29.0,31.0,814.0,236.0
2019-01-14,1468.0,46.0,27.0,1029.0,241.0
2019-01-21,1741.0,78.0,29.0,944.0,292.0
2019-01-28,1661.0,28.0,38.0,827.0,243.0
2019-02-04,1868.0,70.0,29.0,951.0,265.0
2019-02-11,1854.0,43.0,29.0,808.0,265.0
2019-02-18,1868.0,36.0,29.0,673.0,298.0
2019-02-25,2064.0,37.0,30.0,907.0,254.0
2019-03-04,1702.0,32.0,48.0,843.0,260.0
2019-03-11,1789.0,44.0,34.0,964.0,316.0
2019-03-18,1998.0,38.0,43.0,996.0,285.0
2019-03-25,1994.0,48.0,41.0,937.0,294.0
2019-04-01,1575.0,45.0,33.0,868.0,304.0
2019-04-08,1687.0,38.0,34.0,961.0,297.0
2019-04-15,1700.0,31.0,41.0,804.0,397.0
2019-04-22,1802.0,32.0,34.0,1029.0,377.0
2019-04-29,1779.0,47.0,43.0,818.0,313.0
2019-05-06,1656.0,33.0,44.0,816.0,356.0
2019-05-13,1612.0,62.0,74.0,731.0,318.0
2019-05-20,1449.0,56.0,35.0,662.0,270.0
2019-05-27,1987.0,47.0,35.0,688.0,250.0
2019-06-03,1834.0,65.0,35.0,981.0,297.0
2019-06-10,1765.0,28.0,44.0,800.0,334.0
2019-06-17,2321.0,40.0,35.0,666.0,327.0
2019-06-24,2014.0,57.0,46.0,876.0,278.0
2019-07-01,1834.0,22.0,23.0,780.0,265.0
2019-07-08,1929.0,50.0,36.0,691.0,288.0
2019-07-15,1637.0,61.0,49.0,789.0,265.0
2019-07-22,1749.0,43.0,34.0,1048.0,274.0
2019-07-29,1770.0,12.0,32.0,900.0,252.0
2019-08-05,1708.0,30.0,29.0,867.0,271.0
2019-08-12,1852.0,26.0,40.0,911.0,234.0
2019-08-19,2531.0,64.0,34.0,833.0,320.0
2019-08-26,2793.0,38.0,42.0,1178.0,291.0
2019-09-02,1916.0,27.0,35.0,830.0,338.0
2019-09-09,1711.0,73.0,49.0,782.0,305.0
2019-09-16,2744.0,41.0,42.0,1197.0,390.0
2019-09-23,3075.0,38.0,32.0,660.0,401.0
2019-09-30,2058.0,25.0,38.0,779.0,388.0
2019-10-07,2334.0,39.0,31.0,802.0,280.0
2019-10-14,1795.0,102.0,32.0,773.0,355.0
2019-10-21,1956.0,24.0,28.0,871.0,359.0
2019-10-28,1986.0,41.0,35.0,825.0,328.0
2019-11-04,2389.0,30.0,26.0,698.0,343.0
2019-11-11,2058.0,47.0,31.0,942.0,328.0
2019-11-18,2148.0,51.0,50.0,705.0,356.0
2019-11-25,2024.0,38.0,24.0,767.0,372.0
2019-12-02,2696.0,38.0,43.0,639.0,425.0
2019-12-09,2382.0,60.0,28.0,646.0,325.0
2019-12-16,1928.0,31.0,40.0,701.0,255.0
2019-12-23,1806.0,17.0,22.0,872.0,263.0
2019-12-30,470.0,7.0,0.0,203.0,38.0
