,Date,climate change matches,corporate governance matches,ESG matches,social responsibility matches,sustainability matches
114,2013-04-25,195,6,5,190,95
115,2013-04-26,142,8,2,147,66
116,2013-04-27,174,7,,169,65
117,2013-04-28,189,12,5,314,78
118,2013-04-29,166,6,,164,26
119,2013-04-30,137,6,1,162,24
120,2013-05-01,66,11,6,194,65
121,2013-05-02,145,2,3,147,78
122,2013-05-03,157,5,5,149,55
123,2013-05-04,171,9,3,153,69
124,2013-05-05,231,17,2,285,91
125,2013-05-06,205,5,2,103,31
126,2013-05-07,96,4,2,127,27
127,2013-05-08,166,11,2,200,55
128,2013-05-09,165,17,3,158,77
129,2013-05-10,125,9,10,137,58
130,2013-05-11,225,7,5,154,62
131,2013-05-12,196,9,11,278,75
132,2013-05-13,149,4,1,166,25
133,2013-05-14,142,9,2,108,48
134,2013-05-15,150,9,2,213,71
135,2013-05-16,146,17,5,188,78
136,2013-05-17,155,9,9,137,32
137,2013-05-18,124,14,7,219,43
138,2013-05-19,190,14,7,333,59
139,2013-05-20,116,6,2,126,31
140,2013-05-21,103,21,,194,25
141,2013-05-22,154,53,2,225,65
142,2013-05-23,212,88,6,145,44
143,2013-05-24,189,10,5,155,58
144,2013-05-25,157,15,4,125,51
145,2013-05-26,214,49,3,314,73
146,2013-05-27,61,5,1,111,27
147,2013-05-28,109,8,4,136,24
148,2013-05-29,139,10,3,215,66
149,2013-05-30,162,9,5,244,92
150,2013-05-31,170,6,3,141,38
151,2013-06-01,147,5,3,150,45
152,2013-06-02,204,18,6,281,67
153,2013-06-03,99,9,2,114,51
154,2013-06-04,88,11,,110,26
155,2013-06-05,142,7,4,217,54
156,2013-06-06,131,14,3,185,69
157,2013-06-07,138,10,7,170,42
158,2013-06-08,101,11,10,168,41
159,2013-06-09,279,13,7,375,66
160,2013-06-10,155,8,3,98,30
161,2013-06-11,157,17,1,111,37
162,2013-06-12,245,12,4,220,54
163,2013-06-13,238,21,7,220,79
164,2013-06-14,199,6,5,141,55
165,2013-06-15,171,5,9,148,43
166,2013-06-16,243,11,Loading,Loading,65
167,2013-06-17,119,3,5,117,40
168,2013-06-18,119,3,5,107,41
169,2013-06-19,147,6,2,201,80
170,2013-06-20,260,20,12,161,64
171,2013-06-21,208,9,7,129,41
172,2013-06-22,145,11,2,116,33
173,2013-06-23,290,32,3,248,63
174,2013-06-24,149,14,4,127,27
175,2013-06-25,195,12,,114,28
176,2013-06-26,529,9,1,187,65
177,2013-06-27,254,8,9,222,67
178,2013-06-28,191,8,6,140,17
179,2013-06-29,173,7,7,102,48
180,2013-06-30,274,5,3,274,46
181,2013-07-01,101,7,6,101,21
182,2013-07-02,167,4,1,172,19
183,2013-07-03,204,5,8,209,63
184,2013-07-04,180,10,10,81,52
185,2013-07-05,243,9,2,115,44
186,2013-07-06,220,7,,191,0
187,2013-07-07,285,12,5,274,89
188,2013-07-08,119,7,,91,31
189,2013-07-09,149,13,7,129,26
190,2013-07-10,170,2,1,172,61
191,2013-07-11,175,8,18,182,71
192,2013-07-12,159,10,3,105,44
193,2013-07-13,187,7,5,233,68
194,2013-07-14,229,13,14,320,46
195,2013-07-15,121,15,3,118,28
196,2013-07-16,132,9,,164,25
197,2013-07-17,141,11,1,184,53
198,2013-07-18,202,9,3,216,61
199,2013-07-19,191,18,2,134,36
200,2013-07-20,194,1,5,166,40
201,2013-07-21,270,11,4,298,46
202,2013-07-22,102,2,4,84,26
203,2013-07-23,146,4,,146,33
204,2013-07-24,155,5,2,213,60
205,2013-07-25,129,7,6,154,65
206,2013-07-26,136,4,1,135,52
207,2013-07-27,153,4,4,158,38
208,2013-07-28,208,12,4,312,56
209,2013-07-29,105,4,7,118,29
210,2013-07-30,129,13,3,135,28
211,2013-07-31,141,7,4,225,84
212,2013-08-01,176,12,2,156,77
213,2013-08-02,193,8,3,130,33
214,2013-08-03,153,8,1,164,37
215,2013-08-04,218,10,1,310,69
216,2013-08-05,98,5,2,73,29
217,2013-08-06,223,5,1,145,26
218,2013-08-07,157,7,4,188,49
219,2013-08-08,160,6,2,181,57
220,2013-08-09,194,5,8,173,45
221,2013-08-10,187,9,2,141,41
222,2013-08-11,205,10,,295,76
223,2013-08-12,100,7,2,96,27
224,2013-08-13,128,2,1,131,24
225,2013-08-14,137,33,8,187,54
226,2013-08-15,171,13,1,222,61
227,2013-08-16,161,2,2,176,29
228,2013-08-17,161,5,4,140,31
229,2013-08-18,204,11,3,239,68
230,2013-08-19,112,4,3,116,27
231,2013-08-20,201,5,3,223,30
232,2013-08-21,155,3,3,171,44
233,2013-08-22,181,5,2,264,41
234,2013-08-23,153,6,8,166,42
235,2013-08-24,179,15,6,75,27
236,2013-08-25,265,7,13,290,55
237,2013-08-26,137,1,4,137,22
238,2013-08-27,18,3,26,124,25
239,2013-08-28,140,4,4,257,62
240,2013-08-29,147,4,10,173,57
241,2013-08-30,148,3,8,118,64
242,2013-08-31,116,12,4,157,35
243,2013-09-01,197,11,6,269,61
244,2013-09-02,54,6,1,116,27
245,2013-09-03,164,1,3,138,31
246,2013-09-04,129,2,8,186,53
247,2013-09-05,135,5,1,308,63
248,2013-09-06,232,3,6,147,44
249,2013-09-07,140,18,3,154,28
250,2013-09-08,185,19,2,377,53
251,2013-09-09,105,9,2,133,31
252,2013-09-10,173,8,1,185,46
253,2013-09-11,224,1,15,203,55
254,2013-09-12,155,4,6,207,76
255,2013-09-13,141,3,9,148,58
256,2013-09-14,137,10,4,171,41
257,2013-09-15,255,8,1,229,59
258,2013-09-16,135,2,1,122,35
259,2013-09-17,102,5,,102,26
260,2013-09-18,146,6,7,218,60
261,2013-09-19,354,12,2,287,55
262,2013-09-20,310,65,4,193,47
263,2013-09-21,187,6,1,178,36
264,2013-09-22,242,11,1,302,62
265,2013-09-23,117,3,2,186,35
266,2013-09-24,173,8,4,150,34
267,2013-09-25,286,6,6,256,57
268,2013-09-26,217,9,5,173,80
269,2013-09-27,233,13,1,173,70
270,2013-09-28,405,11,1,165,63
271,2013-09-29,204,7,13,301,69
272,2013-09-30,94,3,2,158,21
273,2013-10-01,125,4,3,215,42
274,2013-10-02,165,7,1,238,47
275,2013-10-03,203,3,5,192,67
276,2013-10-04,143,6,6,195,56
277,2013-10-05,72,5,4,171,37
278,2013-10-06,243,11,4,335,61
279,2013-10-07,101,9,3,134,33
280,2013-10-08,116,4,3,126,31
281,2013-10-09,146,9,6,187,57
282,2013-10-10,293,10,6,201,79
283,2013-10-11,203,4,1,211,78
284,2013-10-12,139,13,3,150,38
285,2013-10-13,196,14,2,317,58
286,2013-10-14,92,1,5,170,25
287,2013-10-15,126,9,3,156,41
288,2013-10-16,186,3,3,243,66
289,2013-10-17,202,10,7,187,80
290,2013-10-18,205,16,2,163,63
291,2013-10-19,170,6,7,195,51
292,2013-10-20,193,12,7,295,56
293,2013-10-21,111,1,2,108,28
294,2013-10-22,126,9,1,113,37
295,2013-10-23,115,10,5,218,73
296,2013-10-24,189,5,4,179,47
297,2013-10-25,221,7,7,161,54
298,2013-10-26,164,5,2,183,47
299,2013-10-27,89,14,3,306,83
300,2013-10-28,109,1,,164,32
301,2013-10-29,173,10,1,128,24
302,2013-10-30,157,1,3,193,54
303,2013-10-31,147,15,5,232,54
304,2013-11-01,129,8,8,170,67
305,2013-11-02,178,8,3,168,45
306,2013-11-03,263,10,6,270,77
307,2013-11-04,179,4,,153,32
308,2013-11-05,132,8,1,140,32
309,2013-11-06,185,2,8,206,71
310,2013-11-07,159,3,5,193,55
311,2013-11-08,160,9,6,174,40
312,2013-11-09,163,12,4,149,49
313,2013-11-10,227,8,4,279,57
314,2013-11-11,144,5,3,99,41
315,2013-11-12,222,10,,190,25
316,2013-11-13,170,11,3,172,66
317,2013-11-14,175,4,7,167,70
318,2013-11-15,160,10,9,174,49
319,2013-11-16,219,9,8,172,50
320,2013-11-17,245,9,5,306,48
321,2013-11-18,142,5,2,157,42
322,2013-11-19,244,11,3,140,25
323,2013-11-20,122,10,5,235,73
324,2013-11-21,275,4,2,167,56
325,2013-11-22,211,7,4,168,50
326,2013-11-23,246,5,5,132,34
327,2013-11-24,305,5,3,203,59
328,2013-11-25,158,5,6,112,34
329,2013-11-26,82,2,2,65,34
330,2013-11-27,128,4,6,183,76
331,2013-11-28,174,11,7,162,69
332,2013-11-29,131,7,4,129,52
333,2013-11-30,139,10,5,20,46
334,2013-12-01,154,10,5,264,76
335,2013-12-02,99,9,2,86,53
336,2013-12-03,100,9,1,115,45
337,2013-12-04,242,9,3,145,60
338,2013-12-05,207,16,10,178,90
339,2013-12-06,160,6,10,131,65
340,2013-12-07,167,4,5,125,44
341,2013-12-08,177,9,2,262,112
342,2013-12-09,149,4,1,100,102
343,2013-12-10,117,7,3,111,53
344,2013-12-11,177,5,3,247,56
345,2013-12-12,225,13,9,190,90
346,2013-12-13,218,10,4,123,58
347,2013-12-14,136,9,6,133,44
348,2013-12-15,196,7,2,274,54
349,2013-12-16,152,6,1,145,37
350,2013-12-17,81,2,2,191,35
351,2013-12-18,139,10,8,227,34
352,2013-12-19,193,3,5,177,61
353,2013-12-20,174,5,2,152,24
354,2013-12-21,137,5,2,41,39
355,2013-12-22,177,14,2,252,45
356,2013-12-23,117,2,2,130,17
357,2013-12-24,125,1,2,118,23
358,2013-12-25,87,1,2,93,26
359,2013-12-26,73,3,3,156,28
360,2013-12-27,176,,7,190,40
361,2013-12-28,174,3,3,145,25
362,2013-12-29,239,3,2,283,56
363,2013-12-30,107,2,8,147,18
364,2013-12-31,187,6,2,134,25
