,Date,climate change matches,corporate governance matches,ESG matches,social responsibility matches,sustainability matches
80,2018-03-22,219,2,10,378,63
81,2018-03-23,175,,6,173,59
82,2018-03-24,171,2,7,155,34
83,2018-03-25,260,41,1,204,76
84,2018-03-26,193,6,4,129,27
85,2018-03-27,110,4,6,188,28
86,2018-03-28,142,3,7,187,63
87,2018-03-29,135,3,8,183,42
88,2018-03-30,176,1,9,185,49
89,2018-03-31,226,6,4,164,29
90,2018-04-01,222,5,5,252,46
91,2018-04-02,103,2,2,88,19
92,2018-04-03,131,17,5,176,33
93,2018-04-04,137,4,5,162,65
94,2018-04-05,134,8,9,206,44
95,2018-04-06,199,4,10,169,48
96,2018-04-07,222,3,6,148,30
97,2018-04-08,208,4,,226,67
98,2018-04-09,119,6,1,191,21
99,2018-04-10,120,7,6,278,22
100,2018-04-11,165,4,6,327,36
101,2018-04-12,247,5,6,192,51
102,2018-04-13,198,4,7,133,62
103,2018-04-14,219,4,8,161,47
104,2018-04-15,267,6,5,252,103
105,2018-04-16,101,3,10,190,30
106,2018-04-17,86,6,5,268,33
107,2018-04-18,191,8,8,159,88
108,2018-04-19,169,7,8,143,134
109,2018-04-20,269,3,,185,74
110,2018-04-21,165,5,6,175,68
111,2018-04-22,258,8,1,241,133
112,2018-04-23,184,9,,161,36
113,2018-04-24,213,57,9,109,42
114,2018-04-25,207,6,7,161,59
115,2018-04-26,380,43,5,174,64
116,2018-04-27,209,7,6,172,53
117,2018-04-28,139,1,4,160,71
118,2018-04-29,319,13,9,222,96
119,2018-04-30,95,4,1,85,38
120,2018-05-01,89,9,7,136,30
121,2018-05-02,220,3,8,169,56
122,2018-05-03,193,22,8,188,59
123,2018-05-04,161,4,12,142,24
124,2018-05-05,242,4,6,125,47
125,2018-05-06,212,7,7,191,69
126,2018-05-07,101,3,2,46,22
127,2018-05-08,166,4,5,143,18
128,2018-05-09,171,5,8,170,46
129,2018-05-10,167,4,7,127,46
130,2018-05-11,201,7,9,117,24
131,2018-05-12,148,7,5,150,49
132,2018-05-13,263,3,4,262,60
133,2018-05-14,102,12,7,121,24
134,2018-05-15,234,10,12,83,36
135,2018-05-16,170,40,6,164,58
136,2018-05-17,182,6,7,161,38
137,2018-05-18,210,21,8,56,59
138,2018-05-19,191,3,6,122,56
139,2018-05-20,183,3,2,258,42
140,2018-05-21,99,1,,72,17
141,2018-05-22,137,2,1,133,22
142,2018-05-23,186,1,7,161,43
143,2018-05-24,149,1,7,192,50
144,2018-05-25,228,3,15,168,38
145,2018-05-26,165,1,10,124,34
146,2018-05-27,254,1,6,174,58
147,2018-05-28,84,3,,69,14
148,2018-05-29,132,5,,123,28
149,2018-05-30,177,5,8,157,50
150,2018-05-31,158,2,1,203,41
151,2018-06-01,209,11,8,172,33
152,2018-06-02,136,6,7,151,27
153,2018-06-03,263,9,2,222,54
154,2018-06-04,110,2,1,101,63
155,2018-06-05,104,1,2,115,48
156,2018-06-06,159,4,10,167,36
157,2018-06-07,274,8,6,147,26
158,2018-06-08,195,6,8,84,38
159,2018-06-09,208,11,7,115,39
160,2018-06-10,337,8,12,201,67
161,2018-06-11,214,4,1,71,19
162,2018-06-12,169,2,7,113,26
163,2018-06-13,149,3,8,135,43
164,2018-06-14,280,1,8,120,33
165,2018-06-15,125,6,7,132,38
166,2018-06-16,113,4,9,79,85
167,2018-06-17,189,6,12,185,64
168,2018-06-18,166,1,1,88,20
169,2018-06-19,242,5,7,105,22
170,2018-06-20,233,4,7,149,49
171,2018-06-21,186,2,9,127,31
172,2018-06-22,203,6,11,138,85
173,2018-06-23,160,5,6,129,41
174,2018-06-24,206,11,10,224,81
175,2018-06-25,133,4,1,78,20
176,2018-06-26,123,1,5,135,87
177,2018-06-27,148,9,8,180,50
178,2018-06-28,154,3,9,201,38
179,2018-06-29,128,6,,210,83
180,2018-06-30,190,10,7,164,32
181,2018-07-01,237,8,7,201,62
182,2018-07-02,135,1,1,139,19
183,2018-07-03,129,,7,109,22
184,2018-07-04,169,9,6,133,42
185,2018-07-05,149,2,1,129,52
186,2018-07-06,220,2,8,132,31
187,2018-07-07,170,3,6,136,32
188,2018-07-08,415,11,2,155,49
189,2018-07-09,92,13,10,108,21
190,2018-07-10,132,3,7,105,11
191,2018-07-11,164,5,12,133,47
192,2018-07-12,169,4,7,131,28
193,2018-07-13,172,2,11,80,Loading
194,2018-07-14,157,3,7,135,29
195,2018-07-15,317,7,1,178,45
196,2018-07-16,90,7,5,82,20
197,2018-07-17,138,2,8,67,18
198,2018-07-18,297,4,7,116,38
199,2018-07-19,137,1,5,240,
200,2018-07-20,150,1,9,253,34
201,2018-07-21,238,3,5,169,38
202,2018-07-22,248,7,1,175,79
203,2018-07-23,73,1,3,118,23
204,2018-07-24,94,9,5,99,28
205,2018-07-25,137,2,5,155,31
206,2018-07-26,147,1,8,192,49
207,2018-07-27,157,6,6,138,43
208,2018-07-28,187,3,4,121,60
209,2018-07-29,307,10,4,161,72
210,2018-07-30,104,4,,127,26
211,2018-07-31,187,12,5,187,28
212,2018-08-01,265,2,6,156,42
213,2018-08-02,226,8,10,264,51
214,2018-08-03,322,2,5,100,46
215,2018-08-04,229,4,6,145,35
216,2018-08-05,312,8,,170,57
217,2018-08-06,105,1,,75,19
218,2018-08-07,287,2,2,125,20
219,2018-08-08,309,8,6,152,40
220,2018-08-09,230,15,6,108,23
221,2018-08-10,273,12,3,117,33
222,2018-08-11,224,5,9,120,34
223,2018-08-12,320,15,,177,51
224,2018-08-13,187,9,,93,44
225,2018-08-14,122,4,6,153,25
226,2018-08-15,219,1,6,149,32
227,2018-08-16,191,4,5,212,70
228,2018-08-17,201,3,5,115,43
229,2018-08-18,338,63,6,159,69
230,2018-08-19,289,21,5,196,69
231,2018-08-20,295,6,3,109,10
232,2018-08-21,241,11,7,93,26
233,2018-08-22,285,5,10,183,49
234,2018-08-23,255,6,11,157,43
235,2018-08-24,162,7,12,128,59
236,2018-08-25,196,1,12,113,38
237,2018-08-26,277,23,7,164,68
238,2018-08-27,141,4,5,74,24
239,2018-08-28,131,,12,104,26
240,2018-08-29,173,19,11,106,34
241,2018-08-30,181,2,12,109,36
242,2018-08-31,212,16,10,103,32
243,2018-09-01,204,,7,144,49
244,2018-09-02,237,7,6,158,42
245,2018-09-03,120,1,1,64,12
246,2018-09-04,167,48,3,93,19
247,2018-09-05,149,5,11,235,45
248,2018-09-06,142,15,7,100,37
249,2018-09-07,138,4,14,121,32
250,2018-09-08,191,7,6,95,38
251,2018-09-09,315,10,7,179,56
252,2018-09-10,148,10,2,128,24
253,2018-09-11,304,11,6,66,26
254,2018-09-12,302,7,13,136,58
255,2018-09-13,301,6,6,128,15
256,2018-09-14,271,4,7,105,32
257,2018-09-15,342,4,6,141,40
258,2018-09-16,322,10,5,246,54
259,2018-09-17,131,2,,83,33
260,2018-09-18,111,1,6,95,54
261,2018-09-19,248,3,6,152,47
262,2018-09-20,181,3,1,137,36
263,2018-09-21,200,2,14,156,51
264,2018-09-22,179,3,7,116,43
265,2018-09-23,353,9,5,225,103
266,2018-09-24,247,6,1,96,13
267,2018-09-25,243,9,5,133,26
268,2018-09-26,369,5,7,74,47
269,2018-09-27,160,8,5,140,44
270,2018-09-28,217,7,7,148,33
271,2018-09-29,175,10,6,101,46
272,2018-09-30,247,28,3,136,54
273,2018-10-01,115,4,,108,18
274,2018-10-02,157,16,8,85,29
275,2018-10-03,190,2,,163,38
276,2018-10-04,128,6,5,99,41
277,2018-10-05,246,19,5,255,28
278,2018-10-06,167,3,6,121,32
279,2018-10-07,225,11,4,162,60
280,2018-10-08,166,2,,98,20
281,2018-10-09,342,14,7,127,34
282,2018-10-10,270,4,6,238,43
283,2018-10-11,367,12,15,256,50
284,2018-10-12,231,6,4,125,30
285,2018-10-13,259,3,8,113,43
286,2018-10-14,505,10,4,102,65
287,2018-10-15,244,3,2,144,7
288,2018-10-16,390,5,5,124,18
289,2018-10-17,224,8,9,146,37
290,2018-10-18,384,7,7,190,48
291,2018-10-19,281,1,2,177,35
292,2018-10-20,244,10,1,132,28
293,2018-10-21,393,12,7,202,85
294,2018-10-22,294,1,1,131,35
295,2018-10-23,160,6,7,135,48
296,2018-10-24,279,4,9,174,41
297,2018-10-25,272,7,7,160,47
298,2018-10-26,316,1,7,137,42
299,2018-10-27,241,4,5,197,39
300,2018-10-28,341,10,8,202,61
301,2018-10-29,173,2,,100,29
302,2018-10-30,198,2,4,170,26
303,2018-10-31,241,1,9,170,48
304,2018-11-01,83,4,8,145,45
305,2018-11-02,225,4,5,196,59
306,2018-11-03,213,8,4,189,55
307,2018-11-04,421,10,14,248,67
308,2018-11-05,201,3,1,104,26
309,2018-11-06,218,1,5,112,24
310,2018-11-07,214,8,5,171,46
311,2018-11-08,253,2,6,118,30
312,2018-11-09,166,40,6,97,22
313,2018-11-10,165,7,3,92,56
314,2018-11-11,248,13,10,205,39
315,2018-11-12,207,2,,185,30
316,2018-11-13,130,2,5,109,26
317,2018-11-14,244,5,9,135,42
318,2018-11-15,236,9,15,151,38
319,2018-11-16,349,7,9,118,36
320,2018-11-17,206,5,,138,21
321,2018-11-18,515,12,6,195,62
322,2018-11-19,161,1,,128,16
323,2018-11-20,171,5,6,110,65
324,2018-11-21,206,5,8,156,31
325,2018-11-22,235,3,6,132,
326,2018-11-23,253,9,5,85,35
327,2018-11-24,506,1,5,180,36
328,2018-11-25,411,3,6,181,33
329,2018-11-26,109,2,1,66,31
330,2018-11-27,467,3,5,100,33
331,2018-11-28,323,2,6,125,56
332,2018-11-29,365,4,6,135,28
333,2018-11-30,309,5,5,93,47
334,2018-12-01,348,6,4,129,60
335,2018-12-02,540,13,8,234,39
336,2018-12-03,296,5,3,103,24
337,2018-12-04,307,5,6,79,26
338,2018-12-05,234,3,2,115,39
339,2018-12-06,354,10,2,178,69
340,2018-12-07,299,7,6,161,26
341,2018-12-08,242,5,4,134,34
342,2018-12-09,497,6,10,183,68
343,2018-12-10,240,8,5,72,29
344,2018-12-11,249,21,5,118,30
345,2018-12-12,387,8,5,140,54
346,2018-12-13,341,13,6,136,36
347,2018-12-14,217,17,5,236,24
348,2018-12-15,204,5,3,122,47
349,2018-12-16,413,4,6,155,41
350,2018-12-17,238,3,1,178,19
351,2018-12-18,158,10,5,144,26
352,2018-12-19,242,8,2,144,89
353,2018-12-20,214,6,6,121,61
354,2018-12-21,241,,7,119,23
355,2018-12-22,170,13,5,96,25
356,2018-12-23,233,5,6,200,55
357,2018-12-24,114,1,,79,25
358,2018-12-25,137,1,5,33,6
359,2018-12-26,195,3,1,108,44
360,2018-12-27,173,2,5,211,43
361,2018-12-28,179,5,6,85,23
362,2018-12-29,271,24,3,87,45
363,2018-12-30,380,8,9,159,81
364,2018-12-31,130,3,1,71,19
